"","session","id","round","effort","payoff","treatment","treatment_id","theta","w","z","k","p","good","bad","succ","fail"
"3210","5_28_15_12pm",29,6,0.74,49.05,"0-2-4-2",6,0,2,4,2,0.87,49.05,9.05,1,0
"1791","5_28_15_12pm",29,7,0.37,38.63,"1-2-2-1",21,1,2,2,1,0.185,38.63,18.63,1,0
"1181","5_28_15_12pm",29,8,0.66,51.29,"1-2-4-2",24,1,2,4,2,0.33,51.29,11.29,1,0
"1471","5_28_15_12pm",29,9,0.54,7.08,"1-1-4-1",20,1,1,4,1,0.27,47.08,7.08,0,1
"2551","5_28_15_12pm",29,10,0.47,7.79,"1-1-2-1",19,1,1,2,1,0.235,27.79,7.79,0,1
"1001","5_28_15_12pm",29,11,0.75,44.37,"0-1-4-1",2,0,1,4,1,0.875,44.38,4.38,1,0
"691","5_28_15_12pm",29,12,0.43,8.15,"0.75-1-2-1",15,0.75,1,2,1,0.34,28.15,8.15,0,1
"2991","5_28_15_12pm",29,13,0.68,30.75,"1-2-2-2",22,1,2,2,2,0.34,30.75,10.75,1,0
"2631","5_28_15_12pm",29,14,0.42,38.24,"0-2-2-1",3,0,2,2,1,0.71,38.24,18.24,1,0
"366","5_28_15_12pm",29,15,0.54,7.08,"0.25-1-2-1",7,0.25,1,2,1,0.645,27.08,7.08,0,1
"521","5_28_15_12pm",30,1,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"3581","5_28_15_12pm",30,2,0.5,7.5,"0-1-2-1",1,0,1,2,1,0.75,27.5,7.5,0,1
"1810","5_28_15_12pm",30,3,1,20,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,1,0
"2921","5_28_15_12pm",30,4,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"3341","5_28_15_12pm",30,5,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"1801","5_28_15_12pm",30,6,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"2281","5_28_15_12pm",30,7,0,60,"0-2-4-1",5,0,2,4,1,0.5,60,20,1,0
"1381","5_28_15_12pm",30,8,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"991","5_28_15_12pm",30,9,0,50,"0-1-4-1",2,0,1,4,1,0.5,50,10,1,0
"1251","5_28_15_12pm",30,10,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"2761","5_28_15_12pm",30,11,0,20,"0-2-2-1",3,0,2,2,1,0.5,40,20,0,1
"1961","5_28_15_12pm",30,12,0,40,"0-2-2-2",4,0,2,2,2,0.5,40,20,1,0
"369","5_28_15_12pm",30,13,0.25,29.37,"0.25-1-2-1",7,0.25,1,2,1,0.5,29.38,9.38,1,0
"2371","5_28_15_12pm",30,14,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"631","5_28_15_12pm",30,15,0.75,4.37,"0.75-1-2-1",15,0.75,1,2,1,0.5,24.38,4.38,0,1
"3561","5_28_15_12pm",31,1,0.18,9.68,"0-1-2-1",1,0,1,2,1,0.59,29.68,9.68,0,1
"3181","5_28_15_12pm",31,2,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"2891","5_28_15_12pm",31,3,0.39,16.96,"1-2-2-2",22,1,2,2,2,0.195,36.96,16.96,0,1
"2041","5_28_15_12pm",31,4,0.43,36.3,"0-2-2-2",4,0,2,2,2,0.715,36.3,16.3,1,0
"701","5_28_15_12pm",31,5,0.36,8.7,"0.75-1-2-1",15,0.75,1,2,1,0.305,28.7,8.7,0,1
"1641","5_28_15_12pm",31,6,0.52,37.3,"1-2-2-1",21,1,2,2,1,0.26,37.3,17.3,1,0
"389","5_28_15_12pm",31,7,0.45,7.98,"0.25-1-2-1",7,0.25,1,2,1,0.6,27.97,7.97,0,1
"1301","5_28_15_12pm",31,8,0.42,56.47,"1-2-4-2",24,1,2,4,2,0.21,56.47,16.47,1,0
"2301","5_28_15_12pm",31,9,0.42,58.24,"0-2-4-1",5,0,2,4,1,0.71,58.24,18.24,1,0
"2541","5_28_15_12pm",31,10,0.49,7.6,"1-1-2-1",19,1,1,2,1,0.245,27.6,7.6,0,1
"1451","5_28_15_12pm",31,11,0.57,6.75,"1-1-4-1",20,1,1,4,1,0.285,46.75,6.75,0,1
"961","5_28_15_12pm",31,12,0.5,47.5,"0-1-4-1",2,0,1,4,1,0.75,47.5,7.5,1,0
"2641","5_28_15_12pm",31,13,0.5,37.5,"0-2-2-1",3,0,2,2,1,0.75,37.5,17.5,1,0
"810","5_28_15_12pm",31,14,0.57,6.75,"0.5-1-2-1",11,0.5,1,2,1,0.535,26.75,6.75,0,1
"3710","5_28_15_12pm",31,15,0.52,14.59,"0-2-4-2",6,0,2,4,2,0.76,54.59,14.59,0,1
"2691","5_28_15_12pm",32,1,0.34,38.84,"0-2-2-1",3,0,2,2,1,0.67,38.84,18.84,1,0
"386","5_28_15_12pm",32,2,0.01,10,"0.25-1-2-1",7,0.25,1,2,1,0.38,30,10,0,1
"791","5_28_15_12pm",32,3,0.27,49.27,"0-1-4-1",2,0,1,4,1,0.635,49.27,9.27,1,0
"1310","5_28_15_12pm",32,4,0.43,8.15,"0.5-1-2-1",11,0.5,1,2,1,0.465,28.15,8.15,0,1
"1101","5_28_15_12pm",32,5,0.63,12.06,"1-2-4-2",24,1,2,4,2,0.315,52.06,12.06,0,1
"1521","5_28_15_12pm",32,6,0.39,8.48,"1-1-4-1",20,1,1,4,1,0.195,48.48,8.48,0,1
"2521","5_28_15_12pm",32,7,0.42,28.24,"1-1-2-1",19,1,1,2,1,0.21,28.24,8.24,1,0
"2311","5_28_15_12pm",32,8,0.03,19.99,"0-2-4-1",5,0,2,4,1,0.515,59.99,19.99,0,1
"3810","5_28_15_12pm",32,9,0.2,59.2,"0-2-4-2",6,0,2,4,2,0.6,59.2,19.2,1,0
"1931","5_28_15_12pm",32,10,0.22,39.03,"0-2-2-2",4,0,2,2,2,0.61,39.03,19.03,1,0
"1751","5_28_15_12pm",32,11,0.31,19.04,"1-2-2-1",21,1,2,2,1,0.155,39.04,19.04,0,1
"3091","5_28_15_12pm",32,12,0.38,37.11,"1-2-2-2",22,1,2,2,2,0.19,37.11,17.11,1,0
"661","5_28_15_12pm",32,13,0.27,9.27,"0.75-1-2-1",15,0.75,1,2,1,0.26,29.27,9.27,0,1
"3281","5_28_15_12pm",32,14,0.65,55.77,"1-2-4-1",23,1,2,4,1,0.325,55.77,15.77,1,0
"3601","5_28_15_12pm",32,15,0.26,29.32,"0-1-2-1",1,0,1,2,1,0.63,29.32,9.32,1,0
"1731","5_28_15_12pm",33,1,0.12,19.86,"1-2-2-1",21,1,2,2,1,0.0600000000000001,39.86,19.86,0,1
"2831","5_28_15_12pm",33,2,0.42,38.24,"0-2-2-1",3,0,2,2,1,0.71,38.24,18.24,1,0
"1971","5_28_15_12pm",33,3,0.58,33.27,"0-2-2-2",4,0,2,2,2,0.79,33.27,13.27,1,0
"391","5_28_15_12pm",33,4,0.64,25.9,"0.5-1-2-1",11,0.5,1,2,1,0.57,25.9,5.9,1,0
"2581","5_28_15_12pm",33,5,0.29,9.16,"1-1-2-1",19,1,1,2,1,0.145,29.16,9.16,0,1
"1551","5_28_15_12pm",33,6,0.08,9.94,"1-1-4-1",20,1,1,4,1,0.04,49.94,9.94,0,1
"3421","5_28_15_12pm",33,7,0.68,25.38,"0-1-2-1",1,0,1,2,1,0.84,25.38,5.38,1,0
"3171","5_28_15_12pm",33,8,0.41,18.32,"1-2-4-1",23,1,2,4,1,0.205,58.32,18.32,0,1
"731","5_28_15_12pm",33,9,0.43,28.15,"0.75-1-2-1",15,0.75,1,2,1,0.34,28.15,8.15,1,0
"1141","5_28_15_12pm",33,10,0.17,19.42,"1-2-4-2",24,1,2,4,2,0.085,59.42,19.42,0,1
"392","5_28_15_12pm",33,11,0.2,19.2,"0-2-4-2",6,0,2,4,2,0.6,59.2,19.2,0,1
"3011","5_28_15_12pm",33,12,0.15,19.55,"1-2-2-2",22,1,2,2,2,0.075,39.55,19.55,0,1
"376","5_28_15_12pm",33,13,0.6,26.4,"0.25-1-2-1",7,0.25,1,2,1,0.675,26.4,6.4,1,0
"811","5_28_15_12pm",33,14,0,50,"0-1-4-1",2,0,1,4,1,0.5,50,10,1,0
"2271","5_28_15_12pm",33,15,0.82,53.28,"0-2-4-1",5,0,2,4,1,0.91,53.28,13.28,1,0
"373","5_28_15_12pm",34,1,0.99,20.2,"0.25-1-2-1",7,0.25,1,2,1,0.87,20.2,0.2,1,0
"1711","5_28_15_12pm",34,2,0.01,20,"1-2-2-1",21,1,2,2,1,0.005,40,20,0,1
"1021","5_28_15_12pm",34,3,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1481","5_28_15_12pm",34,4,0.02,10,"1-1-4-1",20,1,1,4,1,0.01,50,10,0,1
"3310","5_28_15_12pm",34,5,0.68,50.75,"0-2-4-2",6,0,2,4,2,0.84,50.75,10.75,1,0
"1281","5_28_15_12pm",34,6,0.74,49.05,"1-2-4-2",24,1,2,4,2,0.37,49.05,9.05,1,0
"1991","5_28_15_12pm",34,7,1,20,"0-2-2-2",4,0,2,2,2,1,20,0,1,0
"1910","5_28_15_12pm",34,8,0.04,9.98,"0.5-1-2-1",11,0.5,1,2,1,0.27,29.98,9.98,0,1
"3061","5_28_15_12pm",34,9,0.23,18.94,"1-2-2-2",22,1,2,2,2,0.115,38.94,18.94,0,1
"3361","5_28_15_12pm",34,10,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"2091","5_28_15_12pm",34,11,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2491","5_28_15_12pm",34,12,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"2861","5_28_15_12pm",34,13,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"3541","5_28_15_12pm",34,14,0.22,9.52,"0-1-2-1",1,0,1,2,1,0.61,29.52,9.52,0,1
"651","5_28_15_12pm",34,15,0.13,29.83,"0.75-1-2-1",15,0.75,1,2,1,0.19,29.83,9.83,1,0
"1410","5_28_15_12pm",35,1,0.27,9.27,"0.5-1-2-1",11,0.5,1,2,1,0.385,29.27,9.27,0,1
"1291","5_28_15_12pm",35,2,0.11,59.76,"1-2-4-2",24,1,2,4,2,0.055,59.76,19.76,1,0
"2291","5_28_15_12pm",35,3,0.42,18.24,"0-2-4-1",5,0,2,4,1,0.71,58.24,18.24,0,1
"2001","5_28_15_12pm",35,4,0.4,36.8,"0-2-2-2",4,0,2,2,2,0.7,36.8,16.8,1,0
"1431","5_28_15_12pm",35,5,0.17,9.71,"1-1-4-1",20,1,1,4,1,0.085,49.71,9.71,0,1
"2971","5_28_15_12pm",35,6,0.12,19.71,"1-2-2-2",22,1,2,2,2,0.0600000000000001,39.71,19.71,0,1
"2621","5_28_15_12pm",35,7,0.32,38.98,"0-2-2-1",3,0,2,2,1,0.66,38.98,18.98,1,0
"384","5_28_15_12pm",35,8,0.42,8.24,"0.25-1-2-1",7,0.25,1,2,1,0.585,28.24,8.24,0,1
"1591","5_28_15_12pm",35,9,0.26,19.32,"1-2-2-1",21,1,2,2,1,0.13,39.32,19.32,0,1
"801","5_28_15_12pm",35,10,0.39,8.48,"0-1-4-1",2,0,1,4,1,0.695,48.48,8.48,0,1
"3301","5_28_15_12pm",35,11,0.26,19.32,"1-2-4-1",23,1,2,4,1,0.13,59.32,19.32,0,1
"421","5_28_15_12pm",35,12,0.42,56.47,"0-2-4-2",6,0,2,4,2,0.71,56.47,16.47,1,0
"751","5_28_15_12pm",35,13,0.22,9.52,"0.75-1-2-1",15,0.75,1,2,1,0.235,29.52,9.52,0,1
"2601","5_28_15_12pm",35,14,0.25,9.37,"1-1-2-1",19,1,1,2,1,0.125,29.38,9.38,0,1
"361","5_28_15_12pm",35,15,0.36,28.7,"0-1-2-1",1,0,1,2,1,0.68,28.7,8.7,1,0
"2081","5_28_15_12pm",37,1,0.99,20.4,"0-2-2-2",4,0,2,2,2,0.995,20.4,0.4,1,0
"851","5_28_15_12pm",37,2,0.8,43.6,"0-1-4-1",2,0,1,4,1,0.9,43.6,3.6,1,0
"2731","5_28_15_12pm",37,3,0.76,34.22,"0-2-2-1",3,0,2,2,1,0.88,34.22,14.22,1,0
"371","5_28_15_12pm",37,4,0.72,24.82,"0.25-1-2-1",7,0.25,1,2,1,0.735,24.82,4.82,1,0
"451","5_28_15_12pm",37,5,0.73,49.34,"0-2-4-2",6,0,2,4,2,0.865,49.34,9.34,1,0
"2481","5_28_15_12pm",37,6,0.85,2.78,"1-1-2-1",19,1,1,2,1,0.425,22.77,2.78,0,1
"3201","5_28_15_12pm",37,7,0.93,51.35,"1-2-4-1",23,1,2,4,1,0.465,51.35,11.35,1,0
"2151","5_28_15_12pm",37,8,0.82,53.28,"0-2-4-1",5,0,2,4,1,0.91,53.28,13.28,1,0
"1061","5_28_15_12pm",37,9,1,0,"1-2-4-2",24,1,2,4,2,0.5,40,0,0,1
"1581","5_28_15_12pm",37,10,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"2210","5_28_15_12pm",37,11,1,20,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,1,0
"2871","5_28_15_12pm",37,12,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"1361","5_28_15_12pm",37,13,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"781","5_28_15_12pm",37,14,1,0,"0.75-1-2-1",15,0.75,1,2,1,0.625,20,0,0,1
"3501","5_28_15_12pm",37,15,0.8,23.6,"0-1-2-1",1,0,1,2,1,0.9,23.6,3.6,1,0
"401","5_28_15_12pm",38,1,0.39,56.96,"0-2-4-2",6,0,2,4,2,0.695,56.96,16.96,1,0
"510","5_28_15_12pm",38,2,0.42,8.24,"0.5-1-2-1",11,0.5,1,2,1,0.46,28.24,8.24,0,1
"1881","5_28_15_12pm",38,3,0.84,25.89,"0-2-2-2",4,0,2,2,2,0.92,25.89,5.89,1,0
"2741","5_28_15_12pm",38,4,0.99,30.2,"0-2-2-1",3,0,2,2,1,0.995,30.2,10.2,1,0
"1221","5_28_15_12pm",38,5,1,0,"1-2-4-2",24,1,2,4,2,0.5,40,0,0,1
"372","5_28_15_12pm",38,6,1,20,"0.25-1-2-1",7,0.25,1,2,1,0.875,20,0,1,0
"2981","5_28_15_12pm",38,7,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"551","5_28_15_12pm",38,8,1,0,"0.75-1-2-1",15,0.75,1,2,1,0.625,20,0,0,1
"1441","5_28_15_12pm",38,9,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"2221","5_28_15_12pm",38,10,0.96,10.78,"0-2-4-1",5,0,2,4,1,0.98,50.78,10.78,0,1
"831","5_28_15_12pm",38,11,0.95,40.97,"0-1-4-1",2,0,1,4,1,0.975,40.98,0.98,1,0
"3241","5_28_15_12pm",38,12,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"1811","5_28_15_12pm",38,13,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"2501","5_28_15_12pm",38,14,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"3391","5_28_15_12pm",38,15,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"3151","5_28_15_12pm",39,1,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"2651","5_28_15_12pm",39,2,0,40,"0-2-2-1",3,0,2,2,1,0.5,40,20,1,0
"901","5_28_15_12pm",39,3,0.18,49.68,"0-1-4-1",2,0,1,4,1,0.59,49.68,9.68,1,0
"1651","5_28_15_12pm",39,4,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"2191","5_28_15_12pm",39,5,0,20,"0-2-4-1",5,0,2,4,1,0.5,60,20,0,1
"1081","5_28_15_12pm",39,6,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"1371","5_28_15_12pm",39,7,0.7,5.1,"1-1-4-1",20,1,1,4,1,0.35,45.1,5.1,0,1
"388","5_28_15_12pm",39,8,0.31,29.04,"0.25-1-2-1",7,0.25,1,2,1,0.53,29.04,9.04,1,0
"3081","5_28_15_12pm",39,9,0.86,25.21,"1-2-2-2",22,1,2,2,2,0.43,25.21,5.21,1,0
"2100","5_28_15_12pm",39,10,0.5,27.5,"0.5-1-2-1",11,0.5,1,2,1,0.5,27.5,7.5,1,0
"2531","5_28_15_12pm",39,11,1,20,"1-1-2-1",19,1,1,2,1,0.5,20,0,1,0
"411","5_28_15_12pm",39,12,0.25,58.75,"0-2-4-2",6,0,2,4,2,0.625,58.75,18.75,1,0
"621","5_28_15_12pm",39,13,0.78,23.92,"0.75-1-2-1",15,0.75,1,2,1,0.515,23.92,3.92,1,0
"2021","5_28_15_12pm",39,14,0,20,"0-2-2-2",4,0,2,2,2,0.5,40,20,0,1
"3591","5_28_15_12pm",39,15,0,30,"0-1-2-1",1,0,1,2,1,0.5,30,10,1,0
"2121","5_28_15_12pm",40,1,0.99,50.2,"0-2-4-1",5,0,2,4,1,0.995,50.2,10.2,1,0
"1131","5_28_15_12pm",40,2,1,0,"1-2-4-2",24,1,2,4,2,0.5,40,0,0,1
"1421","5_28_15_12pm",40,3,0.99,0.2,"1-1-4-1",20,1,1,4,1,0.495,40.2,0.2,0,1
"365","5_28_15_12pm",40,4,0.43,28.15,"0.25-1-2-1",7,0.25,1,2,1,0.59,28.15,8.15,1,0
"2711","5_28_15_12pm",40,5,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"3291","5_28_15_12pm",40,6,0.66,55.64,"1-2-4-1",23,1,2,4,1,0.33,55.64,15.64,1,0
"561","5_28_15_12pm",40,7,0.52,7.3,"0.75-1-2-1",15,0.75,1,2,1,0.385,27.3,7.3,0,1
"2461","5_28_15_12pm",40,8,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"2931","5_28_15_12pm",40,9,0.09,19.84,"1-2-2-2",22,1,2,2,2,0.045,39.84,19.84,0,1
"891","5_28_15_12pm",40,10,0.54,47.08,"0-1-4-1",2,0,1,4,1,0.77,47.08,7.08,1,0
"2031","5_28_15_12pm",40,11,0,40,"0-2-2-2",4,0,2,2,2,0.5,40,20,1,0
"1110","5_28_15_12pm",40,12,0,10,"0.5-1-2-1",11,0.5,1,2,1,0.25,30,10,0,1
"501","5_28_15_12pm",40,13,0,60,"0-2-4-2",6,0,2,4,2,0.5,60,20,1,0
"3401","5_28_15_12pm",40,14,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"1621","5_28_15_12pm",40,15,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"2511","5_28_15_12pm",41,1,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"3381","5_28_15_12pm",41,2,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"2710","5_28_15_12pm",41,3,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"2661","5_28_15_12pm",41,4,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"3071","5_28_15_12pm",41,5,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1891","5_28_15_12pm",41,6,0,40,"0-2-2-2",4,0,2,2,2,0.5,40,20,1,0
"571","5_28_15_12pm",41,7,1,20,"0.75-1-2-1",15,0.75,1,2,1,0.625,20,0,1,0
"1461","5_28_15_12pm",41,8,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"3491","5_28_15_12pm",41,9,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"1261","5_28_15_12pm",41,10,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"1821","5_28_15_12pm",41,11,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"382","5_28_15_12pm",41,12,1,20,"0.25-1-2-1",7,0.25,1,2,1,0.875,20,0,1,0
"861","5_28_15_12pm",41,13,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1010","5_28_15_12pm",41,14,1,20,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,1,0
"2161","5_28_15_12pm",41,15,0,20,"0-2-4-1",5,0,2,4,1,0.5,60,20,0,1
"1871","5_28_15_12pm",42,1,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"1171","5_28_15_12pm",42,2,0.49,15.2,"1-2-4-2",24,1,2,4,2,0.245,55.2,15.2,0,1
"1531","5_28_15_12pm",42,3,0.46,7.88,"1-1-4-1",20,1,1,4,1,0.23,47.88,7.88,0,1
"2821","5_28_15_12pm",42,4,0.69,35.24,"0-2-2-1",3,0,2,2,1,0.845,35.24,15.24,1,0
"390","5_28_15_12pm",42,5,0.45,27.98,"0.25-1-2-1",7,0.25,1,2,1,0.6,27.97,7.97,1,0
"2231","5_28_15_12pm",42,6,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1781","5_28_15_12pm",42,7,0.5,17.5,"1-2-2-1",21,1,2,2,1,0.25,37.5,17.5,0,1
"3441","5_28_15_12pm",42,8,0.69,25.24,"0-1-2-1",1,0,1,2,1,0.845,25.24,5.24,1,0
"871","5_28_15_12pm",42,9,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"491","5_28_15_12pm",42,10,0.78,47.83,"0-2-4-2",6,0,2,4,2,0.89,47.83,7.83,1,0
"541","5_28_15_12pm",42,11,0.49,27.6,"0.75-1-2-1",15,0.75,1,2,1,0.37,27.6,7.6,1,0
"3131","5_28_15_12pm",42,12,0.73,14.67,"1-2-4-1",23,1,2,4,1,0.365,54.67,14.67,0,1
"3041","5_28_15_12pm",42,13,0.54,14.17,"1-2-2-2",22,1,2,2,2,0.27,34.17,14.17,0,1
"2391","5_28_15_12pm",42,14,0.65,5.77,"1-1-2-1",19,1,1,2,1,0.325,25.78,5.77,0,1
"1210","5_28_15_12pm",42,15,0.7,25.1,"0.5-1-2-1",11,0.5,1,2,1,0.6,25.1,5.1,1,0
"1911","5_28_15_12pm",43,1,0,40,"0-2-2-2",4,0,2,2,2,0.5,40,20,1,0
"375","5_28_15_12pm",43,2,1,20,"0.25-1-2-1",7,0.25,1,2,1,0.875,20,0,1,0
"1091","5_28_15_12pm",43,3,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"3101","5_28_15_12pm",43,4,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"471","5_28_15_12pm",43,5,0.8,47.2,"0-2-4-2",6,0,2,4,2,0.9,47.2,7.2,1,0
"1771","5_28_15_12pm",43,6,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"2471","5_28_15_12pm",43,7,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"3161","5_28_15_12pm",43,8,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"3411","5_28_15_12pm",43,9,0.66,25.64,"0-1-2-1",1,0,1,2,1,0.83,25.64,5.64,1,0
"710","5_28_15_12pm",43,10,1,0,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,0,1
"1401","5_28_15_12pm",43,11,0.46,7.88,"1-1-4-1",20,1,1,4,1,0.23,47.88,7.88,0,1
"2141","5_28_15_12pm",43,12,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"531","5_28_15_12pm",43,13,0,30,"0.75-1-2-1",15,0.75,1,2,1,0.125,30,10,1,0
"821","5_28_15_12pm",43,14,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"2681","5_28_15_12pm",43,15,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"1211","5_28_15_12pm",44,1,0.67,11.02,"1-2-4-2",24,1,2,4,2,0.335,51.02,11.02,0,1
"1541","5_28_15_12pm",44,2,0.62,6.16,"1-1-4-1",20,1,1,4,1,0.31,46.16,6.16,0,1
"3231","5_28_15_12pm",44,3,0.5,17.5,"1-2-4-1",23,1,2,4,1,0.25,57.5,17.5,0,1
"841","5_28_15_12pm",44,4,0.51,47.4,"0-1-4-1",2,0,1,4,1,0.755,47.4,7.4,1,0
"2241","5_28_15_12pm",44,5,0.64,55.9,"0-2-4-1",5,0,2,4,1,0.82,55.9,15.9,1,0
"381","5_28_15_12pm",44,6,0.55,26.97,"0.25-1-2-1",7,0.25,1,2,1,0.65,26.97,6.97,1,0
"771","5_28_15_12pm",44,7,0.12,9.86,"0.75-1-2-1",15,0.75,1,2,1,0.185,29.86,9.86,0,1
"1671","5_28_15_12pm",44,8,0.69,35.24,"1-2-2-1",21,1,2,2,1,0.345,35.24,15.24,1,0
"2941","5_28_15_12pm",44,9,0.18,19.35,"1-2-2-2",22,1,2,2,2,0.09,39.35,19.35,0,1
"2810","5_28_15_12pm",44,10,0.47,15.58,"0-2-4-2",6,0,2,4,2,0.735,55.58,15.58,0,1
"2811","5_28_15_12pm",44,11,0.43,38.15,"0-2-2-1",3,0,2,2,1,0.715,38.15,18.15,1,0
"1921","5_28_15_12pm",44,12,0,40,"0-2-2-2",4,0,2,2,2,0.5,40,20,1,0
"3571","5_28_15_12pm",44,13,0,10,"0-1-2-1",1,0,1,2,1,0.5,30,10,0,1
"2411","5_28_15_12pm",44,14,0.31,9.04,"1-1-2-1",19,1,1,2,1,0.155,29.04,9.04,0,1
"1510","5_28_15_12pm",44,15,0,10,"0.5-1-2-1",11,0.5,1,2,1,0.25,30,10,0,1
"1102","6_2_15_12pm",51,1,0.93,31.35,"0.75-2-2-1",16,0.75,2,2,1,0.59,31.35,11.35,1,0
"1512","6_2_15_12pm",51,2,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"3012","6_2_15_12pm",51,3,0.78,27.83,"0-2-2-2",4,0,2,2,2,0.89,27.83,7.83,1,0
"3611","6_2_15_12pm",51,4,0.8,33.6,"0-2-2-1",3,0,2,2,1,0.9,33.6,13.6,1,0
"502","6_2_15_12pm",51,5,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"562","6_2_15_12pm",51,6,0.75,44.37,"0-1-4-1",2,0,1,4,1,0.875,44.38,4.38,1,0
"672","6_2_15_12pm",51,7,0.69,50.48,"0-2-4-2",6,0,2,4,2,0.845,50.48,10.48,1,0
"872","6_2_15_12pm",51,8,0.71,4.96,"0.25-1-2-1",7,0.25,1,2,1,0.73,24.96,4.96,0,1
"932","6_2_15_12pm",51,9,0.75,28.75,"0.25-2-2-2",9,0.25,2,2,2,0.75,28.75,8.75,1,0
"1022","6_2_15_12pm",51,10,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"1162","6_2_15_12pm",51,11,0.55,6.97,"0-1-2-1",1,0,1,2,1,0.775,26.97,6.97,0,1
"1252","6_2_15_12pm",51,12,1,20,"0.5-2-2-2",13,0.5,2,2,2,0.75,20,0,1,0
"1382","6_2_15_12pm",51,13,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"1522","6_2_15_12pm",51,14,1,20,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,1,0
"1612","6_2_15_12pm",51,15,1,0,"1-2-2-2",22,1,2,2,2,0.5,20,0,0,1
"1702","6_2_15_12pm",51,16,0.86,25.21,"0.75-2-2-2",17,0.75,2,2,2,0.555,25.21,5.21,1,0
"1772","6_2_15_12pm",51,17,0.77,34.07,"0.5-2-2-1",12,0.5,2,2,1,0.635,34.07,14.07,1,0
"1902","6_2_15_12pm",51,18,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"2052","6_2_15_12pm",51,19,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
